idSucursal;idTipoPaquete;idServicioCable;fibraOptica;velocidadInternet;telefonia;precioPromoPaquete;precioNormalPaquete;tarifaPromocional;simetria;velocidadPromo;tiempoVelocidadPromo
549;3;0;;100;1;$550;$600;400;0;200;6
549;3;0;;250;1;$650;$700;500;0;500;6
549;3;0;;500;1;$750;$800;600;0;1000;6
549;3;0;;60;1;$500;$600;0;1;;
549;3;0;;100;1;$600;$700;0;1;;
549;3;0;;250;1;$700;$800;0;1;;
549;3;0;;500;1;$800;$900;0;1;;
549;2;2;;60;1;$650;$750;;1;;
549;2;2;;100;1;$750;$850;;1;;
549;2;2;;250;1;$850;$950;;1;;
549;2;2;;500;1;$950;$1.050;;1;;
549;1;1;;1000;1;$1.000;$1.100;;0;;
